n,filename,size,source_doi,description
230,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2000_mood_v1.tif,16.5 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
231,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2001_mood_v1.tif,23.6 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
232,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2002_mood_v1.tif,24 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
233,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2003_mood_v1.tif,25.1 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
234,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2004_mood_v1.tif,24.8 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
235,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2005_mood_v1.tif,25 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
236,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2006_mood_v1.tif,24.9 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
237,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2007_mood_v1.tif,24.5 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
238,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2008_mood_v1.tif,24.7 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
239,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2009_mood_v1.tif,25.1 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
240,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2010_mood_v1.tif,24.6 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
241,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2011_mood_v1.tif,24.3 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
242,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2012_mood_v1.tif,24.7 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
243,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2013_mood_v1.tif,24.5 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
244,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2014_mood_v1.tif,24.6 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
245,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2015_mood_v1.tif,24.8 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
246,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2016_mood_v1.tif,24.2 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
247,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2017_mood_v1.tif,24.7 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
248,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2018_mood_v1.tif,24.9 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
249,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2019_mood_v1.tif,24.4 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
250,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2020_mood_v1.tif,24.4 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
251,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2021_mood_v1.tif,24 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
252,https://s3.eu-central-1.wasabisys.com/mood/SNW/clm_snowcover.full_gsp_m_1km_s0..0cm_2022_mood_v1.tif,24 Mb,https://download.geoservice.dlr.de/GSP/files/,Global SnowPack annual snow cover full
253,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl1_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.9 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 12
254,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl10_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,58.7 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 13
255,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl11_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,59.3 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 14
256,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl12_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,58 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 15
257,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl2_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.7 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 16
258,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl3_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.5 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 17
259,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl4_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.2 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 18
260,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl5_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.1 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 19
261,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl6_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,59.9 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 20
262,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl7_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,59.3 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 21
263,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl8_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,59 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 22
264,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.cities.cl9_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,58.8 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to cities class 1 to 23
265,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.ports.cl1_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.9 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to ports class 1 to 5
266,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.ports.cl2_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.8 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to ports class 1 to 6
267,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.ports.cl3_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.6 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to ports class 1 to 7
268,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.ports.cl4_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.6 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to ports class 1 to 8
269,https://s3.eu-central-1.wasabisys.com/mood/static/adm_travel.time.to.ports.cl5_cgiar_m_1km_s0..0cm_2000..2020_mood_v1.tif,60.5 Mb,https://doi.org/10.1038/s41597-019-0265-5,Accessibility indicator to ports class 1 to 9
270,https://s3.eu-central-1.wasabisys.com/mood/static/clm_bioclim.1_chelsa.climate_m_1km_s0..0cm_1980..2010_mood_v2.1.tif,19.5 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Bioclimatic variable: mean annual air temperature in C degree
271,https://s3.eu-central-1.wasabisys.com/mood/static/clm_bioclim.12_chelsa.climate_m_1km_s0..0cm_1980..2010_mood_v2.1.tif,80.9 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Bioclimatic variable: annual precipitation amount in kg/m-square
272,https://s3.eu-central-1.wasabisys.com/mood/static/clm_bioclim.13_chelsa.climate_m_1km_s0..0cm_1980..2010_mood_v2.1.tif,54.7 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Bioclimatic variable: precipitation amount of the wettest month in kg/m-square
273,https://s3.eu-central-1.wasabisys.com/mood/static/clm_bioclim.14_chelsa.climate_m_1km_s0..0cm_1980..2010_mood_v2.1.tif,31.6 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Bioclimatic variable: precipitation amount of the driest month in kg/m-square
274,https://s3.eu-central-1.wasabisys.com/mood/static/clm_bioclim.5_chelsa.climate_m_1km_s0..0cm_1980..2010_mood_v2.1.tif,23 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Bioclimatic variable: mean daily maximum air temperature of the warmest month in C degree
275,https://s3.eu-central-1.wasabisys.com/mood/static/clm_bioclim.6_chelsa.climate_m_1km_s0..0cm_1980..2010_mood_v2.1.tif,19.5 Mb,https://doi.org/10.1038/sdata.2017.122,CHELSA Bioclimatic variable: mean daily maximum air temperature of the coldest month in C degree
276,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m01_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
277,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m01_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
278,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m01_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
279,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m01_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
280,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m02_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
281,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m02_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
282,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m02_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
283,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m02_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
284,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m03_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
285,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m03_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
286,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m03_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
287,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m03_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
288,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m04_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
289,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m04_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
290,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m04_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
291,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m04_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,37.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
292,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m05_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
293,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m05_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
294,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m05_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
295,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m05_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,37.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
296,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m06_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
297,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m06_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,48 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
298,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m06_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
299,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m06_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
300,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m07_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
301,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m07_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
302,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m07_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
303,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m07_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
304,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m08_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
305,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m08_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
306,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m08_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
307,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m08_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
308,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m09_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
309,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m09_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
310,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m09_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
311,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m09_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
312,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m10_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
313,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m10_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
314,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m10_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
315,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m10_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
316,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m11_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
317,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m11_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
318,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m11_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
319,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m11_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
320,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m12_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
321,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m12_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
322,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m12_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,47 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
323,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.m12_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
324,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.trend.logit.ols.alpha_m_1km_s0..0cm_2000..2021_mood_v1.2.tif,51.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
325,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.daytime.trend.logit.ols.beta_m_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
326,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m01_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
